"actor","text","season","episode","title"
"Old Nan","The little Lord's been dreaming again.","01","04","Cripples Bastards and Broken Things"
"Theon Greyjoy","We have visitors.","01","04","Cripples Bastards and Broken Things"
"Bran Stark","I don't want to see anyone.","01","04","Cripples Bastards and Broken Things"
"Theon Greyjoy","Really? If I was cooped up all day with no one but this old bat for company, I'd go mad. Anyway, you don't have a choice. Robb's waiting.","01","04","Cripples Bastards and Broken Things"
"Bran Stark","I don't want to go.","01","04","Cripples Bastards and Broken Things"
"Theon Greyjoy","Neither do I. But Robb's Lord of Winterfell, which means I do what he says and you do what I say. Hodor! Help Bran down the hall.","01","04","Cripples Bastards and Broken Things"
"Tyrion Lannister","I must say I received a slightly warmer welcome on my last visit.","01","04","Cripples Bastards and Broken Things"
"Robb Stark","Any man of the Night's Watch is welcome at Winterfell.","01","04","Cripples Bastards and Broken Things"
"Tyrion Lannister","Any man of the Night's Watch, but not I, eh, boy?","01","04","Cripples Bastards and Broken Things"
"Robb Stark","I'm not your boy, Lannister. I'm Lord of Winterfell while my father is away.","01","04","Cripples Bastards and Broken Things"
"Tyrion Lannister","Then you might learn a lord's courtesy. So it's true. Hello Bran. Do you remember anything about what happened?","01","04","Cripples Bastards and Broken Things"
"Maester Luwin","He has no memory of that day.","01","04","Cripples Bastards and Broken Things"
"Tyrion Lannister","Curious.","01","04","Cripples Bastards and Broken Things"
"Robb Stark","Why are you here?","01","04","Cripples Bastards and Broken Things"
"Tyrion Lannister","Would your charming companion be so kind as to kneel? My neck is beginning to hurt.","01","04","Cripples Bastards and Broken Things"
"Bran Stark","Kneel, Hodor.","01","04","Cripples Bastards and Broken Things"
"Tyrion Lannister","Do you like to ride, Bran?","01","04","Cripples Bastards and Broken Things"
"Bran Stark","Yes. Well, I mean I did like to.","01","04","Cripples Bastards and Broken Things"
"Maester Luwin","The boy has lost the use of his legs.","01","04","Cripples Bastards and Broken Things"
"Tyrion Lannister","What of it? With the right horse and saddle, even a cripple can ride.","01","04","Cripples Bastards and Broken Things"
"Bran Stark","I'm not a cripple.","01","04","Cripples Bastards and Broken Things"
"Tyrion Lannister","Then I'm not a dwarf. My father will rejoice to hear it. I have a gift for you. Give that to your saddler. He'll provide the rest. You must shape the horse to the rider. Start with a yearling and teach it to respond to the reins and to the boy's voice.","01","04","Cripples Bastards and Broken Things"
"Bran Stark","Will I really be able to ride?","01","04","Cripples Bastards and Broken Things"
"Tyrion Lannister","You will. On horseback you will be as tall as any of them.","01","04","Cripples Bastards and Broken Things"
"Robb Stark","Is this some kind of trick? Why do you want to help him?","01","04","Cripples Bastards and Broken Things"
"Tyrion Lannister","I have a tender spot in my heart for cripples, bastards and broken things.","01","04","Cripples Bastards and Broken Things"
"Robb Stark","You've done my brother a kindness. The hospitality of Winterfell is yours.","01","04","Cripples Bastards and Broken Things"
"Tyrion Lannister","Spare me your false courtesies, Lord Stark. There's a brothel outside your walls. There I'll find a bed and both of us can sleep easier.","01","04","Cripples Bastards and Broken Things"
"Theon Greyjoy","Couldn't resist some northern ass? If you like redheads, ask for Ros.","01","04","Cripples Bastards and Broken Things"
"Tyrion Lannister","Come to see me off, Greyjoy? Kind of you. Your master doesn't seem to like Lannisters.","01","04","Cripples Bastards and Broken Things"
"Theon Greyjoy","He's not my master.","01","04","Cripples Bastards and Broken Things"
"Tyrion Lannister","No, of course not. What happened here? Where is lady Stark? Why didn't she receive me?","01","04","Cripples Bastards and Broken Things"
"Theon Greyjoy","She wasn't feeling well.","01","04","Cripples Bastards and Broken Things"
"Tyrion Lannister","She's not in Winterfell, is she? Where did she go?","01","04","Cripples Bastards and Broken Things"
"Theon Greyjoy","My lady's whereabouts...","01","04","Cripples Bastards and Broken Things"
"Tyrion Lannister","My lady? Your loyalty to your captors is touching. Tell me, how do you think Balon Greyjoy would feel if he could see his only surviving son has turned lackey? I still remember seeing my father's fleet burn in Lannisport. I believe your uncles were responsible?","01","04","Cripples Bastards and Broken Things"
"Theon Greyjoy","Must have been a pretty sight.","01","04","Cripples Bastards and Broken Things"
"Tyrion Lannister","Nothing prettier than watching sailors burn alive. Yes, a great victory for your people. Shame how it all turned out.","01","04","Cripples Bastards and Broken Things"
"Theon Greyjoy","We were outnumbered 10 to one.","01","04","Cripples Bastards and Broken Things"
"Tyrion Lannister","A stupid rebellion then. I suppose your father realized that when your brothers died in battle. Now here you are, your enemy's squire.","01","04","Cripples Bastards and Broken Things"
"Theon Greyjoy","Careful, Imp.","01","04","Cripples Bastards and Broken Things"
"Tyrion Lannister","I've offended you. Forgive me, it's been a rough morning. Anyway, don't despair. I'm a constant disappointment to my own father and I've learned to live with it. Your next tumble with Ros is on me. I'll try not to wear her out.","01","04","Cripples Bastards and Broken Things"
"Jon Snow","Leg, shoulder, leg. Left foot forward. Good. Now pivot as you deliver the stroke. Put all your weight behind it.","01","04","Cripples Bastards and Broken Things"
"Grenn","What in seven hells is that?","01","04","Cripples Bastards and Broken Things"
"Pyp","They'll need an eighth hell to fit him in.","01","04","Cripples Bastards and Broken Things"
"Alliser Thorne","Tell them your name.","01","04","Cripples Bastards and Broken Things"
"Samwell Tarly","Samwell Tarly, of Horn Hill. I mean, I was of Horn Hill. I've come to take the black.","01","04","Cripples Bastards and Broken Things"
"Rast","Come to take the black pudding.","01","04","Cripples Bastards and Broken Things"
"Alliser Thorne","Well, you couldn't be any worse than you look. See what he can do.","01","04","Cripples Bastards and Broken Things"
"Samwell Tarly","I yield. Please, no more.","01","04","Cripples Bastards and Broken Things"
"Alliser Thorne","On your feet. Pick up your sword. Hit him till he finds his feet. It seems they've run short of poachers and thieves down south. Now they send us squealing bloody pigs. Again, harder.","01","04","Cripples Bastards and Broken Things"
"Jon Snow","Enough! He yielded.","01","04","Cripples Bastards and Broken Things"
"Alliser Thorne","Looks like the bastard's in love. All right then, lord Snow, you wish to defend your lady love, let's make it an exercise. You two. Three of you ought to be sufficient to make lady piggy squeal. All you've got to do is get past the bastard.","01","04","Cripples Bastards and Broken Things"
"Jon Snow","Are you sure you want to do this?","01","04","Cripples Bastards and Broken Things"
"Grenn","No. Yield yield yield! I yield.","01","04","Cripples Bastards and Broken Things"
"Alliser Thorne","We're done for today. Go clean the armory. That's all you're good for.","01","04","Cripples Bastards and Broken Things"
"Pyp","Well fought!","01","04","Cripples Bastards and Broken Things"
"Grenn","Piss off.","01","04","Cripples Bastards and Broken Things"
"Samwell Tarly","Did he hurt you?","01","04","Cripples Bastards and Broken Things"
"Jon Snow","I've had worse.","01","04","Cripples Bastards and Broken Things"
"Samwell Tarly","You can call me Sam... If you want. My mother calls me Sam.","01","04","Cripples Bastards and Broken Things"
"Jon Snow","It's not going to get any easier, you know? You'll have to defend yourself.","01","04","Cripples Bastards and Broken Things"
"Grenn","Why didn't you get up and fight?","01","04","Cripples Bastards and Broken Things"
"Samwell Tarly","I wanted to. I just couldn't.","01","04","Cripples Bastards and Broken Things"
"Grenn","Why not?","01","04","Cripples Bastards and Broken Things"
"Samwell Tarly","I'm a coward. My father always says so.","01","04","Cripples Bastards and Broken Things"
"Jon Snow","The Wall's no place for cowards.","01","04","Cripples Bastards and Broken Things"
"Samwell Tarly","You're right. I'm sorry. I just... Wanted to thank you.","01","04","Cripples Bastards and Broken Things"
"Grenn","A bloody coward. People saw us talking to him. Now they'll think we're cowards too.","01","04","Cripples Bastards and Broken Things"
"Pyp","You're too stupid to be a coward.","01","04","Cripples Bastards and Broken Things"
"Grenn","You're too stupid to be a...","01","04","Cripples Bastards and Broken Things"
"Pyp","Quick now, before summer's over.","01","04","Cripples Bastards and Broken Things"
"Grenn","Come on here!","01","04","Cripples Bastards and Broken Things"
"Jorah Mormont","Vaes Dothrak. The city of the horselords.","01","04","Cripples Bastards and Broken Things"
"Viserys Targaryen","A pile of mud. Mud and shit and twigs - best these savages can do.","01","04","Cripples Bastards and Broken Things"
"Daenerys Targaryen","These are my people now. You shouldn't call them savages.","01","04","Cripples Bastards and Broken Things"
"Viserys Targaryen","I'll call them what I like, because they're my people. This is my army. Khal Drogo is marching the wrong way with my army.","01","04","Cripples Bastards and Broken Things"
"Daenerys Targaryen","If my brother was given an army of Dothraki, could you conquer the Seven Kingdoms?","01","04","Cripples Bastards and Broken Things"
"Jorah Mormont","The Dothraki have never crossed the Narrow Sea. They fear any water their horses can't drink.","01","04","Cripples Bastards and Broken Things"
"Daenerys Targaryen","But if they did?","01","04","Cripples Bastards and Broken Things"
"Jorah Mormont","King Robert is fool enough to meet them in open battle, but the men advising him are different.","01","04","Cripples Bastards and Broken Things"
"Daenerys Targaryen","And you know these men?","01","04","Cripples Bastards and Broken Things"
"Jorah Mormont","I fought beside them once, long ago. Now Ned Stark wants my head. He drove me from my land.","01","04","Cripples Bastards and Broken Things"
"Daenerys Targaryen","You sold slaves. Why?","01","04","Cripples Bastards and Broken Things"
"Jorah Mormont","I had no money and an expensive wife.","01","04","Cripples Bastards and Broken Things"
"Daenerys Targaryen","And where is she now?","01","04","Cripples Bastards and Broken Things"
"Jorah Mormont","In another place, with another man.","01","04","Cripples Bastards and Broken Things"
"Doreah","Your Grace?","01","04","Cripples Bastards and Broken Things"
"Viserys Targaryen","Yes, my dear?","01","04","Cripples Bastards and Broken Things"
"Doreah","They call you the last dragon...","01","04","Cripples Bastards and Broken Things"
"Viserys Targaryen","They do.","01","04","Cripples Bastards and Broken Things"
"Doreah","You have dragon's blood in your veins?","01","04","Cripples Bastards and Broken Things"
"Viserys Targaryen","It's entirely possible.","01","04","Cripples Bastards and Broken Things"
"Doreah","What happened to the dragons? I was told that brave men k*ll them all.","01","04","Cripples Bastards and Broken Things"
"Viserys Targaryen","The brave men didn't k*ll dragons. The brave men rode them. Rode them from Valyria to build the greatest civilization this world has ever seen. The breath of the greatest dragon forged the Iron Throne, which the Usurper is keeping warm for me. The swords of the vanquished, a thousand of them... melted together like so many candles.","01","04","Cripples Bastards and Broken Things"
"Doreah","I have always wanted to see a dragon. There is nothing in the world that I would rather see.","01","04","Cripples Bastards and Broken Things"
"Viserys Targaryen","Really? Why dragons?","01","04","Cripples Bastards and Broken Things"
"Doreah","They can fly. And wherever they are, just a few flaps of their wings and they're somewhere else... Far away. And they can k*ll. Anyone or anything that tries to hurt them gets burned away to nothing... melted... like so many candles. Seeing a dragon would make me very happy.","01","04","Cripples Bastards and Broken Things"
"Viserys Targaryen","Well, after 15 years in a pleasure house, I imagine just seeing the sky makes you happy.","01","04","Cripples Bastards and Broken Things"
"Doreah","I was not locked in. I have seen things.","01","04","Cripples Bastards and Broken Things"
"Viserys Targaryen","What have you seen?","01","04","Cripples Bastards and Broken Things"
"Doreah","I've seen... A man from Asshai with a dagger of real dragonglass. I've seen a man who could change his face the way that other men change their clothes. And I've seen a pirate who wore his weight in gold and whose ship had sails of colored silk. So... Have you seen one?","01","04","Cripples Bastards and Broken Things"
"Viserys Targaryen","A pirate ship?","01","04","Cripples Bastards and Broken Things"
"Doreah","A dragon.","01","04","Cripples Bastards and Broken Things"
"Viserys Targaryen","No, the last one died many years before I was born. I'll tell you what I have seen  their skulls. They used to decorate the throne room in the Red Keep. When I was very young, just 3 or 4, my father used to walk me down the rows and I'd recite their names for him. When I got them all right, he'd give me a sweet. The ones closest to the door were the last ones they were able to hatch and they were all stunted and wrong. Skulls no bigger than dog skulls. But as you got closer to the Iron Throne... They got bigger and bigger and bigger. There was Ghiscar and Valryon, Vermithrax, Essovius, Archonel, Meraxes, Vhagar... And Balerion the Dread... whose fire forged the Seven Kingdoms into one.","01","04","Cripples Bastards and Broken Things"
"Doreah","What happened to the skulls?","01","04","Cripples Bastards and Broken Things"
"Viserys Targaryen","I don't know. The Usurper had them smashed to powder, I expect. Scattered to the wind.","01","04","Cripples Bastards and Broken Things"
"Doreah","That's very sad.","01","04","Cripples Bastards and Broken Things"
"Viserys Targaryen","Yes, it is. What did I buy you for? To make me sad?","01","04","Cripples Bastards and Broken Things"
"Doreah","No, your Grace. To teach your sister.","01","04","Cripples Bastards and Broken Things"
"Viserys Targaryen","To teach my sister how to be a better lover? You think I bought you to make Khal Drogo happy? You pretty little idiot. Go on then. Get on with it.","01","04","Cripples Bastards and Broken Things"
"Septa Mordane","Someday your husband will sit there and you will sit by his side. And one day, before too long, you will present your son to the court. All the lords of Westeros will gather here to see the little prince...","01","04","Cripples Bastards and Broken Things"
"Sansa Stark","What if I have a girl?","01","04","Cripples Bastards and Broken Things"
"Septa Mordane","Gods be good, you'll have boys and girls and plenty of them.","01","04","Cripples Bastards and Broken Things"
"Sansa Stark","What if I only have girls?","01","04","Cripples Bastards and Broken Things"
"Septa Mordane","I wouldn't worry about that.","01","04","Cripples Bastards and Broken Things"
"Sansa Stark","Jeyne Poole's mother had five children, all of them girls.","01","04","Cripples Bastards and Broken Things"
"Septa Mordane","Yes, but it's highly unlikely.","01","04","Cripples Bastards and Broken Things"
"Sansa Stark","But what if?","01","04","Cripples Bastards and Broken Things"
"Septa Mordane","If you only had girls, I suppose the throne would pass to Prince Joffrey's little brother.","01","04","Cripples Bastards and Broken Things"
"Sansa Stark","And everyone would hate me.","01","04","Cripples Bastards and Broken Things"
"Septa Mordane","Nobody could ever hate you.","01","04","Cripples Bastards and Broken Things"
"Sansa Stark","Joffrey does.","01","04","Cripples Bastards and Broken Things"
"Septa Mordane","Nonsense. Why would you say such a thing? That business with the wolves? I've told you a hundred times... A direwolf is not...","01","04","Cripples Bastards and Broken Things"
"Sansa Stark","Please shut up about it.","01","04","Cripples Bastards and Broken Things"
"Septa Mordane","Do you remember your lessons? Who built the Iron Throne?","01","04","Cripples Bastards and Broken Things"
"Sansa Stark","Aegon the Conqueror.","01","04","Cripples Bastards and Broken Things"
"Septa Mordane","And who built the Red Keep?","01","04","Cripples Bastards and Broken Things"
"Sansa Stark","Maegor the Cruel.","01","04","Cripples Bastards and Broken Things"
"Septa Mordane","And how many years did it take to build...","01","04","Cripples Bastards and Broken Things"
"Sansa Stark","My grandfather and uncle were m*rder here, weren't they?","01","04","Cripples Bastards and Broken Things"
"Septa Mordane","They were k*ll on the orders of King Aerys, yes.","01","04","Cripples Bastards and Broken Things"
"Sansa Stark","The Mad King.","01","04","Cripples Bastards and Broken Things"
"Septa Mordane","Commonly known as the Mad King.","01","04","Cripples Bastards and Broken Things"
"Sansa Stark","Why were they k*ll?","01","04","Cripples Bastards and Broken Things"
"Septa Mordane","You should be speak to your father about these matters.","01","04","Cripples Bastards and Broken Things"
"Sansa Stark","I don't want to speak to my father, ever.","01","04","Cripples Bastards and Broken Things"
"Septa Mordane","You will find it in your heart to forgive your father.","01","04","Cripples Bastards and Broken Things"
"Sansa Stark","No, I won't.","01","04","Cripples Bastards and Broken Things"
"Janos Slynt","It's the Hand's tournament that's causing all this trouble, my Lords.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","The King's tournament. I assure you the Hand wants no part of it.","01","04","Cripples Bastards and Broken Things"
"Janos Slynt","Call it what you will, Lord Stark Ser, the city is packed with people and more flooding in every day. Last night we had a tavern riot, a brothel fire, three stabbings and a drunken horse race down the Street of Sisters.","01","04","Cripples Bastards and Broken Things"
"Varys","Dreadful.","01","04","Cripples Bastards and Broken Things"
"Renly Baratheon","If you can't keep the King's peace, perhaps the City Watch should be commanded by someone who can.","01","04","Cripples Bastards and Broken Things"
"Janos Slynt","I need more men.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","You'll get 50. Lord Baelish will see it paid for.","01","04","Cripples Bastards and Broken Things"
"Petyr Baelish","I will?","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","You found money for a champion's purse, you can find money to keep the peace. I'll also give you 20 of my household guards till the crowds have left.","01","04","Cripples Bastards and Broken Things"
"Janos Slynt","Thank you, my Lord Hand Ser. They will be put to good use.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","The sooner this is over, the better.","01","04","Cripples Bastards and Broken Things"
"Varys","The realm prospers from such events, my Lord. They give the great a chance at glory, and the lowly a respite from their woes.","01","04","Cripples Bastards and Broken Things"
"Petyr Baelish","And every inn in the city is full and the whores are walking bow-legged.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","I'm sure the tourney puts coins in many a pocket. Now... If there's nothing else, my Lords?","01","04","Cripples Bastards and Broken Things"
"Grand Maester Pycelle","This heat. On days like this, I envy you northerners your summer snows. Until tomorrow my Lord.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","I've been hoping to talk to you about Jon Arryn.","01","04","Cripples Bastards and Broken Things"
"Grand Maester Pycelle","Lord Arryn? His death was a great sadness to all of us. I took personal charge of his care, but I could not save him. His sickness struck him very hard and very fast. I saw him in my chambers just the night before he passed. Lord Jon often came to me for counsel.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","Why?","01","04","Cripples Bastards and Broken Things"
"Grand Maester Pycelle","I have been Grand Maester for many years. Kings and Hands have come to me for advice since...","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","What did Jon want the night before he died?","01","04","Cripples Bastards and Broken Things"
"Grand Maester Pycelle","He came inquiring after a book.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","A book? What book?","01","04","Cripples Bastards and Broken Things"
"Grand Maester Pycelle","I fear it would be of little interest to you, my Lord. A ponderous tome.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","I'd like to read it.","01","04","Cripples Bastards and Broken Things"
"Grand Maester Pycelle","""The lineages and histories of the great houses of the Seven Kingdoms, with descriptions of many high lords and noble ladies and their children.""","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","""Harkon Umber, first of his name, born to lord Hother Umber and lady Amaryllis Umber in the 183rd year after Aegon's landing, at the last hearth. Blue of eye, brown of hair and fair complected, died in his 14th year of a wound sustained in a bear hunt.""","01","04","Cripples Bastards and Broken Things"
"Grand Maester Pycelle","As I said, my Lord, a ponderous read.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","Did Jon Arryn tell you what he wanted with it?","01","04","Cripples Bastards and Broken Things"
"Grand Maester Pycelle","He did not, my Lord. And I did not presume to ask.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","Jon's death...","01","04","Cripples Bastards and Broken Things"
"Grand Maester Pycelle","Such a tragedy.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","Did he say anything to you during his final hours?","01","04","Cripples Bastards and Broken Things"
"Grand Maester Pycelle","Nothing of import, my Lord. There was one phrase he kept repeating  ""The seed is strong,"" I think it was.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","""The seed is strong""? What does that mean?","01","04","Cripples Bastards and Broken Things"
"Grand Maester Pycelle","The dying mind is a demented mind, Lord Stark. For all the weight they're given, last words are usually as significant as first words.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","And you're quite certain he died of a natural illness?","01","04","Cripples Bastards and Broken Things"
"Grand Maester Pycelle","What else could it be?","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","Poison.","01","04","Cripples Bastards and Broken Things"
"Grand Maester Pycelle","A disturbing thought. I don't think it likely. The Hand was loved by all. What sort of man would dare...","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","I've heard it said that poison is a woman's w*apon.","01","04","Cripples Bastards and Broken Things"
"Grand Maester Pycelle","Yes. Women, cravens... and eunuchs. Did you know that lord Varys is a eunuch?","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","Everybody knows that.","01","04","Cripples Bastards and Broken Things"
"Grand Maester Pycelle","Of course. How that sort of person found himself on the King's Council, I will never know.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","I've taken enough of your time.","01","04","Cripples Bastards and Broken Things"
"Grand Maester Pycelle","No trouble at all, my Lord. It's a great honor...","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","Thank you. I'll find my own way out.","01","04","Cripples Bastards and Broken Things"
"Arya Stark","Syrio says a water dancer can stand on one toe for hours.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","It's a hard fall down these steps.","01","04","Cripples Bastards and Broken Things"
"Arya Stark","Syrio says every hurt is a lesson and every lesson makes you better. Tomorrow I'm going to be chasing cats.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","Cats? Syrio says…","01","04","Cripples Bastards and Broken Things"
"Arya Stark","He says every swordsman should study cats. They're quiet as shadows and as light as feathers. You have to be quick to catch them.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","He's right about that.","01","04","Cripples Bastards and Broken Things"
"Arya Stark","Now that Bran's awake will he come live with us?","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","He needs to get his strength back first.","01","04","Cripples Bastards and Broken Things"
"Arya Stark","He wants to be a knight of the King’s Guard. He can't be one now, can he?","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","No. But someday he could be Lord of a holdfast or sit on the King's Council. Or he might raise castles like Brandon the Builder.","01","04","Cripples Bastards and Broken Things"
"Arya Stark","Can I be Lord of a holdfast?","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","You will marry a high Lord and rule his castle. And your sons shall be knights and princes and lords.","01","04","Cripples Bastards and Broken Things"
"Arya Stark","No. That's not me.","01","04","Cripples Bastards and Broken Things"
"Samwell Tarly","Hello. Ser Alliser said I'm to be your new watch partner. I should warn you, I don't see all that well.","01","04","Cripples Bastards and Broken Things"
"Jon Snow","Come stand by the fire. It's warmer.","01","04","Cripples Bastards and Broken Things"
"Samwell Tarly","No, that's all right. I'm fine.","01","04","Cripples Bastards and Broken Things"
"Jon Snow","You're not. You're freezing.","01","04","Cripples Bastards and Broken Things"
"Samwell Tarly","I don't like high places.","01","04","Cripples Bastards and Broken Things"
"Jon Snow","You can't fight. You can't see. You're afraid of heights and almost everything else probably. What are you doing here, Sam?","01","04","Cripples Bastards and Broken Things"
"Samwell Tarly","On the morning of my 18th nameday, my father came to me. ""You're almost a man now,"" he said, ""but you're not worthy of my land and title. Tomorrow, you're going to take the black, forsake all claim to your inheritance and start north. If you do not,"" he said, ""then we'll have a hunt and somewhere in these woods your horse will stumble and you'll be thrown from your saddle to die. Or so I'll tell your mother. Nothing would please me more."" Ser Alliser's going to make me fight again tomorrow, isn't he?","01","04","Cripples Bastards and Broken Things"
"Jon Snow","Yes, he is.","01","04","Cripples Bastards and Broken Things"
"Samwell Tarly","I'm not going to get any better, you know?","01","04","Cripples Bastards and Broken Things"
"Jon Snow","Well… You can't get any worse.","01","04","Cripples Bastards and Broken Things"
"Petyr Baelish","I hear you're reading a boring book.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","Pycelle talks too much.","01","04","Cripples Bastards and Broken Things"
"Petyr Baelish","He never stops. Do you know Ser Hugh of the Vale? Not surprising. Until recently, he was only a squire... Jon Arryn's squire. He was knighted almost immediately after his master's untimely death.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","Knighted for what? Why are you telling me this?","01","04","Cripples Bastards and Broken Things"
"Petyr Baelish","I promised Cat that I'd help you.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","Where is Ser Hugh? I'll speak to him.","01","04","Cripples Bastards and Broken Things"
"Petyr Baelish","A singularly bad idea. Do you see that boy there? One of Varys's little birds. The Spider has taken a great interest in your comings and goings. Now look there. That one belongs to the Queen. And do you see that Septa pretending to read her book?","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","Varys or the Queen?","01","04","Cripples Bastards and Broken Things"
"Petyr Baelish","No. She's one of mine. Is there someone in your service whom you trust completely?","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","Yes.","01","04","Cripples Bastards and Broken Things"
"Petyr Baelish","The wiser answer was no, my Lord. Get a message to this paragon of yours... Discreetly. Send him to question Ser Hugh. After that, you might want him to visit a certain armorer in the city. He lives in a large house at the top of the street of Steel.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","Why?","01","04","Cripples Bastards and Broken Things"
"Petyr Baelish","I have my observers, as I said, and it's possible that they saw Lord Arryn visit this armorer several times in the weeks before his death.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","Lord Baelish, perhaps I was wrong to distrust you.","01","04","Cripples Bastards and Broken Things"
"Petyr Baelish","Distrusting me was the wisest thing you've done since you climbed off your horse.","01","04","Cripples Bastards and Broken Things"
"Jory Cassel","Ser Hugh? Ser Hugh!","01","04","Cripples Bastards and Broken Things"
"Hugh of the Vale","As you can see, I'm busy.","01","04","Cripples Bastards and Broken Things"
"Jory Cassel","I'm here on behalf of Lord Eddard Stark, the Hand of the king. I'm the captain of his guard.","01","04","Cripples Bastards and Broken Things"
"Hugh of the Vale","I'm sorry. I didn't catch your name, Ser...","01","04","Cripples Bastards and Broken Things"
"Jory Cassel","No ""ser."" I'm not a knight.","01","04","Cripples Bastards and Broken Things"
"Hugh of the Vale","I see. Well, it just so happens that I am.","01","04","Cripples Bastards and Broken Things"
"Jory Cassel","He said he'd be glad to talk to the Hand himself. He's a knight, you see.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","A knight. They strut around like roosters down here. Even the ones who've never seen an arrow coming their way.","01","04","Cripples Bastards and Broken Things"
"Jory Cassel","You shouldn't be out here, my Lord. There's no telling who has eyes where.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","Let them look.","01","04","Cripples Bastards and Broken Things"
"Tobho Mott","The former Hand did call on me, my Lord, several times. I regret to say he did not honor me with his patronage.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","What did Lord Arryn want?","01","04","Cripples Bastards and Broken Things"
"Tobho Mott","He always came to see the boy.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","I'd like to see him as well.","01","04","Cripples Bastards and Broken Things"
"Tobho Mott","As you wish, my Lord. Gendry! Here he is. Strong for his age. He works hard. Show the Hand the helmet you made, lad.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","This is fine work.","01","04","Cripples Bastards and Broken Things"
"Gendry","It's not for sale.","01","04","Cripples Bastards and Broken Things"
"Tobho Mott","Boy, this is the King's Hand! If his lordship wants the helmet...","01","04","Cripples Bastards and Broken Things"
"Gendry","I made it for me.","01","04","Cripples Bastards and Broken Things"
"Tobho Mott","Forgive him, my Lord.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","There's nothing to forgive. When Lord Arryn came to visit you, what would you talk about?","01","04","Cripples Bastards and Broken Things"
"Gendry","He just asked me questions is all, my Lord.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","What kind of questions?","01","04","Cripples Bastards and Broken Things"
"Gendry","About my work at first, if I was being treated well, if I liked it here. But then he started asking me about my mother.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","Your mother?","01","04","Cripples Bastards and Broken Things"
"Gendry","Who she was, what she looked like.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","What did you tell him?","01","04","Cripples Bastards and Broken Things"
"Gendry","She died when I was little. She had yellow hair. She'd sing to me sometimes.","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","Look at me. Get back to work, lad. If the day ever comes when that boy'd rather wield a sword than forge one, you send him to me.","01","04","Cripples Bastards and Broken Things"
"Jory Cassel","Find anything?","01","04","Cripples Bastards and Broken Things"
"Eddard Stark","King Robert's bastard son.","01","04","Cripples Bastards and Broken Things"
"Jory Cassel","This is for the King from Lord Stark.","01","04","Cripples Bastards and Broken Things"
"Jaime Lannister","Listen. Do you hear them? How many do you think are in there with him? Guess.","01","04","Cripples Bastards and Broken Things"
"Jory Cassel","Three? Four?","01","04","Cripples Bastards and Broken Things"
"Jaime Lannister","He likes to do this when I'm on duty... He makes me listen as he insults my sister.","01","04","Cripples Bastards and Broken Things"
"Jory Cassel","Forgive me, my Lord...","01","04","Cripples Bastards and Broken Things"
"Jaime Lannister","Why do I have to forgive you? Have you wronged me?","01","04","Cripples Bastards and Broken Things"
"Jory Cassel","We've met before, you know.","01","04","Cripples Bastards and Broken Things"
"Jaime Lannister","Have we? Strange, I've forgotten.","01","04","Cripples Bastards and Broken Things"
